candidate_id,sampling_stratum,fortune_rank,company_name,assigned_coder,text,presence_code,humor_label
C00326,low_engagement_posts,89,Enterprise Products Partners,coder1,Enterprise Products is an organization rich in energy-related opportunities. Could this one be right for you? Click here to find out. https://t.co/mZC98rEIW6 #PlantOperator,1,1
C00952,low_engagement_posts,77,AbbVie,coder1,"[Video description: On-screen text reads, “Oncology News.”]",0,0
C00624,wendys_transfer_aggressive,91,General Dynamics,coder1,"As a tribute to President Theodore Roosevelt, an avid supporter of the Navy, Navy Day is recognized on October 27th to salute sailors for their time serving in the Navy. It was later determined that the Navy was established on October 13th, so both holidays are celebrated. https://t.co/ZAhIa3lMH0",1,1
C00563,wendys_transfer_aggressive,69,Nationwide,coder1,She rocked that! 🎸,1,1
C01003,wendys_transfer_aggressive,43,Tesla,coder1,"FSD 14.3.2 feels very gentle 

the way it backs out, the way it drives

like you’re being cradled",1,1
C00589,full_chain_aggressive,56,American Express,coder1,"The first-ever @AmericanExpress Food Village at the #USWomensOpen features three local, woman-owned favorites from the Southern Pines community. 

If you’re at @PineNeedlesGolf this week, make sure to grab a bite like @HallyLead! #ShopSmall https://t.co/YaJJF0F6QF",1,1
C01177,random_fortune_sample,93,USAA,coder1,Army predictions: First to the tailgate. Second to sing. #GoArmy #ArmyNavy https://t.co/am8Xcdl9rD,1,1
C01115,low_engagement_posts,24,Citigroup,coder1,"“In Markets, revenues were up slightly on the back of a better-than-expected September.” – Jane Fraser, CEO

More information: https://t.co/a5qKCalzzc https://t.co/s1M6QHby0N",0,0
C00582,full_chain_aggressive,92,Uber Technologies,coder1,Tokyo this month? Say less. Use Uber Taxi for your upcoming trip to Japan 🇯🇵 https://t.co/kjg0YfvzIc,1,1
C00016,random_fortune_sample,74,TD Synnex,coder1,"On behalf of all of us at TD SYNNEX, Happy #EarthDay! Learn more about this year's theme, #InvestInOurPlanet, and how one by one, we can all build a healthier planet: https://t.co/SgFvbCe0qf https://t.co/5jbsDtgtYs",1,1
C00092,full_chain_aggressive,27,Kroger,coder1,I’ve learned you humans like to...roast each other on Twitter? I prefer roasting a chicken in the kitchen. With lemon and olive oil. https://t.co/wUZylxjtik,1,1
C00965,high_engagement_posts,43,Tesla,coder1,"NEWS: Tesla has overtaken Toyota to become France’s most reliable car brand, as per a new nationwide reliability ranking published by Auto Plus magazine. https://t.co/ivSYpT0clm",1,1
C00289,wendys_transfer_aggressive,11,Microsoft,coder1,"Universities are turning the tide against cybercrime by leveraging the skills of their own students, who gain hands-on experience in security operations centers (SOCs) while defending their institutions. Win + win. https://t.co/81MWGyH00s",1,1
C00191,classifier_disagreement,53,Energy Transfer,coder1,RT @TXforNatGas: U.S. #oilandgas producers — especially in Texas — are proving that rising energy demand can be met responsibly. The latest…,1,1
C00311,wendys_transfer_aggressive,12,JPMorgan Chase,coder1,The globe's 🌎 top players go head-to-head under the chandeliers at Grand Central Terminal for @ToCSquash. #ToC2023 https://t.co/68d3rnDxwL,1,1
C01057,classifier_disagreement,83,Cisco Systems,coder1,"- Driving efficiency
- Reducing costs
– Boosting competitiveness with #sustainable tech.

Learn how we're are making an impact that help businesses as well as the planet.🌍 
https://t.co/dmrrXHvGpA https://t.co/E66LWe7wux",1,1
C00397,classifier_disagreement,78,Prudential Financial,coder1,Prudential's sponsorship of @USAClimbing has helped the sport further its advancements in access and equity for everyone. Join us in celebrating #WomensHistoryMonth as coach Claire Gordon describes how those accomplishments are changing the culture of #sportclimbing. https://t.co/zevaCfoBSH,1,1
C00114,type_uncertain,93,USAA,coder1,"Armed Forces Day is an acknowledgement of all members currently serving in the U.S. military. We are grateful for your service, sacrifice and commitment to protecting our freedom. #ArmedForcesDay2025 #MilitaryAppreciation https://t.co/n4QUJEYgaO",1,1
C00848,classifier_disagreement,39,Morgan Stanley,coder1,"Join us today for a moment of silence as we remember and honor the colleagues, friends, neighbors, first responders and so many more who lost their lives 21 years ago. https://t.co/7k2sDCNKWA",0,0
C00814,wendys_transfer_aggressive,34,Humana,coder1,"Just what the Dr. ordered—a dose of fun. Millions of people across the country, including seniors like Jerry ""Dr. J"" Brinegar, find themselves drawn to pickleball. This low-impact, high-energy sport is easy to learn and a great way to stay active at any age. https://t.co/tGqPlAex2b",1,1
C00009,firm_balanced_sample,68,Merck,coder1,RT @JNJNews: #JNJ is honored to collaborate with @Merck and the Biden Administration to ramp up production and manufacturing of the Johnson…,0,0
C00072,full_chain_aggressive,93,USAA,coder1,"Last week, we invited Zach Collins of the San Antonio Spurs to Joint Base San Antonio’s Medical and Education Training Campus (METC). Zach got a first-hand look at a combat trauma patient simulator lab &amp; assisted with a mock laparoscopic surgery in the operating room. #GoSpursGo https://t.co/0ioarudnb3",0,0
C01490,full_chain_aggressive,27,Kroger,coder1,Remix your leftover roasted veggies into something delicious just like @AshleyRodriguez’s Creamy Vegetable Soup recipe 😋 Click here for more recipe ideas: https://t.co/f4KiCTZdcH #mealplanning #leftovers https://t.co/LjHL4htL4c,1,1
C00918,random_fortune_sample,83,Cisco Systems,coder1,"Learn how The Cisco Foundation Regenerative Future Fund is supporting two early-stage biochar companies that are transforming waste, protecting water, and building more resilient communities. https://t.co/SV7IgmbBu7 https://t.co/JOOP4IL3tT",0,0
C00557,high_engagement_posts,42,Target,coder1,"Enjoy two Mario adventures solo or with your friends and family! Purchase the Super Mario 3D World + Bowser’s Fury game for the Nintendo Switch system on 2/12 in stores and receive a free &amp; exclusive Reusable Water Bottle, only at Target! https://t.co/r19ZxjLSFL https://t.co/D0dMGtFjaP",1,1
C01225,random_fortune_sample,15,Cardinal Health,coder1,"1 in 5 #Medicare beneficiaries have #diabetes, yet many currently face coverage gaps for continuous glucose monitors. Here’s how we’re advocating for expanding coverage and increasing access across-the-board: https://t.co/8kKK6Jm5tS https://t.co/zsaWMtrwIF",0,0
C01322,random_fortune_sample,18,Elevance Health,coder1,"In response to the findings and to support maternal health, we've formed partnerships with local organizations and committed to investing up to $30 million through @ElevanceFND over the next three years. ➡️ https://t.co/JmnPO6B6V3 https://t.co/GLN5XrFqU7",0,0
C01414,random_fortune_sample,18,Elevance Health,coder1,"@AnthemInc is committed to addressing the social drivers of health, like food insecurity. Anthem volunteers recently joined with @IndyMayorJoe, @IndianaFever &amp; others to dedicate a new food pantry and garden at an Indianapolis Public School. 

https://t.co/yCuspYCHz2",0,0
C00108,low_engagement_posts,90,Ingram Micro Holding,coder1,"Anyone can move boxes. We go further.

With 40+ years of executional experience, Ingram Micro handles the full product lifecycle—from fulfillment and returns to repair and IT asset recovery.

Learn more: https://t.co/ukZhKq38xF

#IngramMicro https://t.co/5swJlpgYnB",1,1
C01466,random_fortune_sample,48,UPS,coder1,The difference a day makes... 🎃🎄 https://t.co/zy2EhsiVBE,1,1
C00783,humor_presence_uncertain,26,Fannie Mae,coder1,"Despite the recent decline in mortgage rates, our economists expect total home sales to remain sluggish as many consumers hold out for improved affordability. Read the ESR Group’s latest Economic and Housing Outlook here: https://t.co/raveRHZSSt https://t.co/yquTKDfkSt",0,0
C01014,type_uncertain,60,HCA Healthcare,coder1,We're proud to announce HCA Healthcare’s Sarah Cannon Cancer Institute (SCCI) has successfully established an integrated management process that safely transitioned more than 75% of HCA Healthcare's CAR T-cell therapy patients into an outpatient setting for monitoring.,0,0
C00100,classifier_disagreement,91,General Dynamics,coder1,RT @GulfstreamAero: Do you know why your body feels tired after flying on most aircraft? #SoundOn to learn how the Gulfstream cabin environ…,1,1
C00035,type_uncertain,51,Progressive,coder1,Turning into your parents is like the house that hands out raisins at #Halloween: to be avoided at all costs. #DrRick https://t.co/PyFY5TBQBs,1,1
C00208,humor_presence_uncertain,37,Comcast,coder1,"RT @NBCOlympics: The hero’s journey began in Ancient Greece, and will continue in Milan Cortina.

The #WinterOlympics start February 6 on N…",1,1
C00025,wendys_transfer_aggressive,20,Bank of America,coder1,"When it comes to handling your business finances, where do you seek guidance the most?",0,0
C00926,classifier_disagreement,27,Kroger,coder1,Of course we have a favorite #Krogering bag! How about you? 🛍,1,1
C00127,low_engagement_posts,77,AbbVie,coder1,"[Video description: AbbVie logo followed by graph animations, with text reading, ""Q2 2025 Financial Results.""]",0,0
C01265,humor_presence_uncertain,83,Cisco Systems,coder1,"For the 5th year in a row, Cisco is the #1 pure B2B brand globally, according to Interbrand's 2025 Best Global Brands Report! 🎉 https://t.co/47HTiTjztT",0,0
C00010,random_fortune_sample,66,IBM,coder1,"DYK @IBM won the 2026 Adobe Customer Experience Orchestration AI Technology Partner of the Year award and @ibmconsulting Western Europe was named the 2026 Adobe CXO Partner of the Year. https://t.co/UAHmWGGXVq

Attending #AdobeSummit? Congratulate the team. See you there. https://t.co/l9tvP2DU80",1,1
C00709,wendys_transfer_aggressive,53,Energy Transfer,coder1,The Stanley Cup playoffs are here and the game does not happen without #oilandgas 🏒🏆 https://t.co/rgaiApSk5z,1,1
C00483,wendys_transfer_aggressive,57,Albertsons,coder1,Hey students — who’s on the countdown to winter break? 😂,1,1
C00710,classifier_disagreement,82,Oracle,coder1,"When we said AI, cloud, security, multicloud, and success, the @8x8 team shared their unfiltered reactions—and gave us a look into how they define success in the digital era. Watch the full video 👇 https://t.co/9vrbGkPHAc",1,1
C00967,random_fortune_sample,81,United Airlines Holdings,coder1,Desert drip. https://t.co/7NaITa3id1,1,1
C00322,random_fortune_sample,35,AT&T,coder1,Congrats to the inaugural Leagues Cup champions.🏆 https://t.co/l1oNsVyg6F,0,0
C01342,random_fortune_sample,59,MetLife,coder1,"""This conference speaks to who we are at MetLife. I am proud to work for a company that is highly committed to the advancement of women in STEM,"" Bill Pappas, Head of Tech &amp; Ops on why the #TTX2022 is important.",0,0
C01002,classifier_disagreement,61,Lockheed Martin,coder1,Watch the full tour here: https://t.co/AYcCXw0EuE,0,0
C00788,random_fortune_sample,25,Home Depot,coder1,"Honestly, this scares even us. https://t.co/Lky1GMQaOl",1,1
C00343,random_fortune_sample,1,Amazon,coder1,🏀 25 days until the @NBA tips off on @PrimeVideo. You ready? 🤩 https://t.co/0GXUjtje3k,1,1
C01144,random_fortune_sample,65,Caterpillar,coder1,The final buzzer has sounded on this @NHL season. We had fantastic NHL experiences with our customers and look forward to hitting the rink together next season! 🏒 #NHL https://t.co/4FWr0gwVNq,1,1
C00636,wendys_transfer_aggressive,76,Galaxy Digital,coder1,Your agencies are doing awesome work--celebrate their success and get other agencies in the community excited about your platform! https://t.co/eeF0waNWjG,1,1
C01293,low_engagement_posts,25,Home Depot,coder1,@CPurdie_bcps Thx for letting us know how we’re doing! Pls share your full experience at TeamSocial@homedepot.com.,1,1
C00721,classifier_disagreement,31,StoneX Group,coder1,"We are honored to be recognized as the Non-Bank FCM of the Year at the FOW International Awards Ceremony 2026. 

As a Gold Sponsor, we are proud to support the celebration of excellence and innovation across global derivatives. https://t.co/hQh9IRjn4c",0,0
C00707,humor_presence_uncertain,44,Walt Disney,coder1,"The stars, filmmakers, and some of the biggest fans of #Moana2 celebrated going beyond the reef at the world premiere in O'ahu! 🌺🪝🌊 https://t.co/nr65ZnSTXO",1,1
C01038,type_uncertain,44,Walt Disney,coder1,"RT @starwars: Grogu, Pedro Pascal, and Sigourney Weaver stun at the Oscars.

Experience The Mandalorian and Grogu May 22 only in theaters a…",1,1
C01077,random_fortune_sample,31,StoneX Group,coder1,"What is volatility?

Volatility measures how quickly an asset’s price can change, so high volatility is like a tense rugby match with lots of surprises. The @Saracens team shared their take.

Follow us for more. Learn more about the partnership: https://t.co/0ht0bsK9AB

#YourSaracens #Finance #Volatility",1,1
